id,role_label,experience_years,education_level,degree,skills,certifications,projects_summary,professional_summary,source
RES-0552,Data Scientist,9,Ph.D.,M.Sc. Statistics,Machine Learning|Natural Language Processing|Matplotlib|Seaborn|Data Visualisation|Jupyter|Statistics|dbt|Model Deployment|Looker|GCP Vertex AI|Tableau|Git,,Developed a recommendation engine improving click-through rate by 24%.,"Machine learning practitioner with 9 years building predictive models with Data Visualisation, Git, Matplotlib.",synthetic
RES-0791,DevOps Engineer,11,Ph.D.,M.Sc. Cloud Computing,Helm|Docker|Terraform|Ansible|Bash|Linux|Prometheus|Vagrant|ArgoCD|Security Hardening|Vault|Jaeger|Nginx,,Reduced deployment lead time from 15 days to 10 hours by redesigning CI/CD pipeline. // Improved system uptime to 99.78% SLA through improved monitoring and alerting. // Reduced deployment lead time from 39 days to 3 hours by redesigning CI/CD pipeline.,"DevOps engineer with 11 years automating infrastructure and improving deployment pipelines using Bash, Vagrant, Terraform.",public_profile_anonymized
RES-0824,DevOps Engineer,11,Bachelor's,B.E. Information Technology,Jenkins|Monitoring|Grafana|Prometheus|Terraform|Site Reliability Engineering|GCP|AWS|Azure|Kubernetes|Vagrant|Nginx|Service Mesh|OpenTelemetry,AWS DevOps Engineer Professional|Google Professional DevOps Engineer,Reduced deployment lead time from 43 days to 6 hours by redesigning CI/CD pipeline. // Reduced deployment lead time from 48 days to 2 hours by redesigning CI/CD pipeline.,"Reliability-focused DevOps professional with 11+ years of experience in Prometheus, AWS, GCP.",synthetic
RES-0310,Frontend Developer,5,Ph.D.,B.Sc. Computer Science,Next.js|React|REST API|Vue.js|CSS3|TypeScript|Cypress|Jest|GitHub|Adobe XD|D3.js|Git,,Developed a reusable component library with 24+ components used across 6 products. // Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Creative UI engineer with 5+ years of experience crafting pixel-perfect interfaces using TypeScript, Vue.js, Cypress.",kaggle_anonymized
RES-0454,Full-Stack Developer,7,Associate's,B.Sc. Computer Science,Python|JavaScript|TypeScript|Redis|Express.js|pytest,,Shipped end-to-end feature that increased user retention by 29%. // Built an internal tooling dashboard serving 2+ engineering teams. // Delivered a full-stack SaaS platform from design to production in 23 months.,"Full-stack engineer with 7+ years building and shipping products with pytest, JavaScript, Python.",kaggle_anonymized
RES-0970,Mobile Developer,12,Bachelor's,B.E. Software Engineering,Xcode|Dart|Objective-C|REST API|React Native|GraphQL|Play Store Deployment|Java|iOS|Flutter|SQLite|MobX|Accessibility|Offline Support|Bluetooth,,Shipped iOS and Android apps with 49k+ downloads in first month. // Reduced app crash rate from 6% to 1.0% through systematic debugging.,"Experienced app engineer with 12+ years shipping production mobile apps in iOS, Dart, Java.",kaggle_anonymized
RES-0443,Full-Stack Developer,8,Bachelor's,B.E. Software Engineering,FastAPI|CI/CD|Redis|REST API|TailwindCSS|HTML5|TypeScript|Express.js|CSS3|React|JavaScript|GitHub Actions|Linux|Scrum|Kubernetes|Elasticsearch|pytest,AWS Certified Developer,Delivered a full-stack SaaS platform from design to production in 29 months. // Delivered a full-stack SaaS platform from design to production in 34 months.,"Full-stack engineer with 8+ years building and shipping products with React, REST API, Scrum.",synthetic
RES-0603,Data Scientist,10,Master's,B.Sc. Mathematics,Machine Learning|Statistics|Python|PyTorch|Feature Engineering|Matplotlib|Data Visualisation|Scikit-learn|SQL|Model Deployment|Spark|GCP Vertex AI,IBM Data Science Professional|AWS Machine Learning Specialty,Developed a recommendation engine improving click-through rate by 41%.,"Machine learning practitioner with 10 years building predictive models with SQL, Machine Learning, Python.",synthetic
RES-0726,DevOps Engineer,2,Master's,B.Tech Computer Engineering,CI/CD|Docker|Bash|Linux|Terraform|Prometheus|Vagrant|Nginx|Istio|Loki|Jaeger,,Containerised 13 legacy services with Docker and orchestrated with Kubernetes.,"Reliability-focused DevOps professional with 2+ years of experience in Prometheus, Vagrant, Jaeger.",kaggle_anonymized
RES-0981,Mobile Developer,2,Bachelor's,B.E. Software Engineering,Objective-C|Xcode|Kotlin|iOS|Dart|GraphQL|React Native|App Store Deployment|Android|Firebase|Push Notifications|Java|CI/CD|Performance Profiling,AWS Mobile Developer|Google Associate Android Developer,Achieved 21% reduction in app cold-start time through performance profiling.,"Mobile engineer with 2 years crafting performant iOS and Android experiences with CI/CD, Java, Xcode.",synthetic
RES-0276,Frontend Developer,12,Associate's,Diploma in Web Development,Next.js|Vue.js|Accessibility|CSS3|Zustand|TailwindCSS|Nuxt.js|D3.js|CI/CD|Cypress|Storybook|GitHub|Chart.js,AWS Cloud Practitioner,Developed a reusable component library with 13+ components used across 2 products. // Reduced bundle size by 31% through code splitting and lazy loading.,"Passionate frontend engineer with 12 years of hands-on experience in Vue.js, Accessibility, CSS3.",synthetic
RES-0270,Frontend Developer,11,Bootcamp/Certification,Diploma in Web Development,Responsive Design|JavaScript|Next.js|Cross-browser Compatibility|Webpack|TypeScript|REST API|Accessibility|PWA|SEO,,"Rebuilt company dashboard in Next.js, improving load time by 18%. // Implemented WCAG 2.1 AA accessibility standards across the entire application.","Creative UI engineer with 11+ years of experience crafting pixel-perfect interfaces using Accessibility, Cross-browser Compatibility, JavaScript.",public_profile_anonymized
RES-0283,Frontend Developer,6,Master's,Diploma in Web Development,TypeScript|Next.js|REST API|Cross-browser Compatibility|GraphQL|JavaScript|Responsive Design|Webpack|React|Angular|PWA|Chart.js,Meta Front-End Developer|Google UX Design,"Rebuilt company dashboard in HTML5, improving load time by 57%. // Rebuilt company dashboard in GraphQL, improving load time by 24%.","Frontend developer with 6 years building responsive, accessible UIs with REST API, Webpack, Chart.js.",public_profile_anonymized
RES-0731,DevOps Engineer,10,Bootcamp/Certification,B.Sc. Computer Science,Linux|Kubernetes|Docker|Terraform|Infrastructure as Code|AWS|Helm|GCP|Cost Optimisation|Packer,AWS DevOps Engineer Professional|Google Professional DevOps Engineer,Reduced deployment lead time from 20 days to 6 hours by redesigning CI/CD pipeline. // Reduced deployment lead time from 24 days to 8 hours by redesigning CI/CD pipeline. // Achieved 32% cost reduction by right-sizing cloud infrastructure on Monitoring.,"Reliability-focused DevOps professional with 10+ years of experience in AWS, Cost Optimisation, Linux.",synthetic
RES-0904,Cloud Architect,11,Master's,M.B.A. Technology Management,Cost Optimisation|Serverless|GCP|Auto Scaling|Lambda|Terraform|AWS|Kubernetes|VPC|IAM|Vault|CloudFormation,Azure Solutions Architect Expert|AWS Solutions Architect Professional,"Designed a multi-region, active-active architecture with 99.9% availability SLA. // Architected serverless data pipeline processing 44M events/day. // Architected serverless data pipeline processing 22M events/day.","Cloud architect with 11 years designing resilient, scalable cloud platforms on Terraform, VPC, Vault.",synthetic
RES-0008,Backend Developer,7,Bachelor's,M.Sc. Computer Science,SQL|Microservices|Go|FastAPI|Ruby|Azure|MongoDB|gRPC|Rust|GraphQL|Terraform|Jenkins|Nginx,AWS Certified Developer|MongoDB Associate,Designed and maintained a high-throughput REST API serving 7k requests/day. // Designed and maintained a high-throughput REST API serving 12k requests/day. // Built a real-time notification service using Ruby and message queues.,"Backend engineer with 7 years of experience building scalable APIs and microservices using GraphQL, Jenkins, Rust.",synthetic
RES-0101,Backend Developer,9,Associate's,B.Sc. Computer Science,Azure|Redis|FastAPI|MongoDB|Node.js|REST API|MySQL|GraphQL|SQL|PostgreSQL|Microservices|Jenkins|Terraform|Apache Kafka,MongoDB Associate|AWS Certified Developer,"Optimised PostgreSQL query performance, cutting average response time by 28%.","Experienced server-side developer specialising in MongoDB, Microservices, FastAPI with 9 years of professional experience.",public_profile_anonymized
RES-0086,Backend Developer,11,Bachelor's,B.Sc. Computer Science,Azure|PostgreSQL|Message Queues|Java|Python|Redis|SQL|Terraform|Nginx,MongoDB Associate,"Optimised PostgreSQL query performance, cutting average response time by 20%. // Designed and maintained a high-throughput REST API serving 21k requests/day.","Experienced server-side developer specialising in PostgreSQL, Python, Redis with 11 years of professional experience.",kaggle_anonymized
RES-0678,Data Scientist,11,Master's,B.Sc. Mathematics,Deep Learning|SQL|PyTorch|TensorFlow|Pandas|A/B Testing|Spark|Bayesian Statistics|Experiment Tracking|Hadoop,AWS Machine Learning Specialty,Developed a recommendation engine improving click-through rate by 60%.,"Analytical data scientist with 11+ years of experience in Spark, Bayesian Statistics, Experiment Tracking and statistical modelling.",synthetic
RES-0016,Backend Developer,10,Ph.D.,B.E. Software Engineering,ORM|MongoDB|gRPC|C#|GCP|PostgreSQL|Message Queues|Django|FastAPI|Kubernetes|MySQL|Unit Testing|Nginx|Terraform|Jenkins|Apache Kafka,Oracle Java SE,"Designed and maintained a high-throughput REST API serving 10k requests/day. // Optimised PostgreSQL query performance, cutting average response time by 49%.","Experienced server-side developer specialising in ORM, Terraform, Nginx with 10 years of professional experience.",public_profile_anonymized
RES-0507,Full-Stack Developer,10,Master's,M.Sc. Software Engineering,Next.js|TailwindCSS|Redis|Docker|Express.js|React|TypeScript|CI/CD|CSS3|HTML5|Python|Kubernetes,,Integrated third-party payment gateway handling 12k transactions/month. // Integrated third-party payment gateway handling 2k transactions/month.,"Full-stack developer with 10 years delivering end-to-end web applications using HTML5, Next.js, TypeScript.",synthetic
RES-0405,Full-Stack Developer,4,Bootcamp/Certification,B.E. Software Engineering,Redis|REST API|HTML5|Docker|CI/CD|AWS|Next.js|PostgreSQL|GraphQL|JavaScript|Nginx|WebSockets|JWT,Google Associate Cloud Engineer|AWS Certified Developer,Shipped end-to-end feature that increased user retention by 16%.,"Full-stack engineer with 4+ years building and shipping products with AWS, REST API, GraphQL.",kaggle_anonymized
RES-0229,Frontend Developer,7,Ph.D.,B.Sc. Computer Science,Accessibility|Next.js|REST API|Nuxt.js|Zustand|TailwindCSS|GraphQL|Redux|Cross-browser Compatibility|Angular|Vite|SASS|Web Animations|GitHub|SEO|D3.js|Storybook,AWS Cloud Practitioner|Google UX Design,"Developed a reusable component library with 27+ components used across 7 products. // Rebuilt company dashboard in Responsive Design, improving load time by 51%.","Passionate frontend engineer with 7 years of hands-on experience in Nuxt.js, REST API, Storybook.",public_profile_anonymized
RES-0519,Full-Stack Developer,4,Bootcamp/Certification,B.E. Software Engineering,CI/CD|JavaScript|TypeScript|Git|HTML5|React|MongoDB|Python|pytest|Jest|Elasticsearch|WebSockets|Kubernetes|Microservices,,Delivered a full-stack SaaS platform from design to production in 4 months.,"Full-stack developer with 4 years delivering end-to-end web applications using WebSockets, pytest, MongoDB.",kaggle_anonymized
RES-0883,Cloud Architect,8,Bachelor's,M.Sc. Computer Science,Lambda|Multi-cloud Strategy|High Availability|GCP|Serverless|Cost Optimisation|Azure|Auto Scaling|Terraform|AWS|Bash|CloudFormation|Solution Design|Ansible|SOC 2,AWS Solutions Architect Professional,Established cloud governance framework adopted across 24 business units. // Established cloud governance framework adopted across 47 business units.,"Cloud architect with 8 years designing resilient, scalable cloud platforms on Cost Optimisation, High Availability, Multi-cloud Strategy.",synthetic
RES-0715,DevOps Engineer,4,Associate's,B.E. Information Technology,Monitoring|Helm|AWS|Infrastructure as Code|Site Reliability Engineering|Python|Docker|GCP|Prometheus|Kubernetes|Cost Optimisation|Flux|Nginx|Vagrant,,Reduced deployment lead time from 6 days to 2 hours by redesigning CI/CD pipeline.,"DevOps engineer with 4 years automating infrastructure and improving deployment pipelines using Site Reliability Engineering, Helm, Kubernetes.",synthetic
RES-0180,Backend Developer,8,Associate's,B.Sc. Computer Science,Docker|Ruby|C#|MongoDB|Node.js|REST API|Kubernetes|Microservices|Spring Boot|API Design|Apache Kafka|Unit Testing|pytest|CI/CD,Oracle Java SE|AWS Certified Developer,Designed and maintained a high-throughput REST API serving 14k requests/day.,"Results-driven backend developer with 8+ years designing and maintaining distributed systems in Node.js, Microservices, Spring Boot.",kaggle_anonymized
RES-0804,DevOps Engineer,2,Master's,M.Sc. Cloud Computing,Grafana|Docker|GCP|Infrastructure as Code|GitHub Actions|Prometheus|Azure|Monitoring|Ansible|GitOps|Packer|OpenTelemetry|Capacity Planning,,Achieved 57% cost reduction by right-sizing cloud infrastructure on Site Reliability Engineering. // Improved system uptime to 99.76% SLA through improved monitoring and alerting. // Reduced deployment lead time from 7 days to 4 hours by redesigning CI/CD pipeline.,"DevOps engineer with 2 years automating infrastructure and improving deployment pipelines using GitHub Actions, Packer, OpenTelemetry.",synthetic
RES-0238,Frontend Developer,7,Bootcamp/Certification,B.Tech Information Technology,GraphQL|JavaScript|Nuxt.js|React|REST API|SASS|HTML5|Next.js|Accessibility|Vue.js|Responsive Design|Vite|PWA|Cypress|Performance Optimisation|Figma|Web Animations|Storybook,Google UX Design,Reduced bundle size by 23% through code splitting and lazy loading. // Implemented WCAG 2.1 AA accessibility standards across the entire application.,"Creative UI engineer with 7+ years of experience crafting pixel-perfect interfaces using GraphQL, Web Animations, REST API.",synthetic
